channelName,subscriberCount,averageViews,averageLikes,country,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,subs_tier,engagement_rate
Fueled By Ramen,15300000,11964586.413904607,3453.44,US,Electronic music,Music,Pop music,Independent music,Rock music,,,,,Celebrity,0.022571503267973855
MattyBRaps,15400000,20749646.38679245,27555.24,US,Independent music,Hip hop music,Music,Pop music,,,,,,Celebrity,0.17893012987012988
PlayStation,16400000,226462.592389141,1878.14,US,Role-playing video game,Action-adventure game,Video game culture,Action game,Strategy video game,,,,,Celebrity,0.011452073170731707
CNN,18400000,105912.6510176124,1341.98,US,Television program,Society,Politics,,,,,,,Celebrity,0.007293369565217391
UFC,20700000,470663.6713044304,2875.04,US,Lifestyle (sociology),Sport,Mixed martial arts,,,,,,,Celebrity,0.013889082125603865
Genierock,16800000,7560223.70249777,2981.78,TH,Pop music,Music,Music of Asia,,,,,,,Celebrity,0.017748690476190477
Drawblogs,14300000,4069844.037313433,124.68,PE,Lifestyle (sociology),Entertainment,Film,,,,,,,Celebrity,0.0008718881118881119
Chad Wild Clay,15200000,8919563.981927712,12686.56,US,Film,Lifestyle (sociology),Entertainment,,,,,,,Celebrity,0.0834642105263158
Martin Garrix,15000000,15035943.412663756,31882.18,US,Electronic music,Music,Pop music,,,,,,,Celebrity,0.21254786666666667
EdisonPts,17100000,1966349.7910169887,32640.06,RU,Action game,Action-adventure game,Video game culture,Role-playing video game,,,,,,Celebrity,0.1908775438596491
Трум Трум,15300000,2610242.3620146904,157.82,UA,Hobby,Lifestyle (sociology),Entertainment,,,,,,,Celebrity,0.0010315032679738562
FC Barcelona,22500000,412148.65664697194,14334.92,,Sport,Association football,,,,,,,,Celebrity,0.06371075555555555
Camila Loures,16000000,1124835.9115646258,12590.68,BR,Entertainment,Lifestyle (sociology),Film,,,,,,,Celebrity,0.07869175
CrashCourse,16400000,1304076.0318237457,5822.5,US,Religion,Knowledge,Lifestyle (sociology),,,,,,,Celebrity,0.0355030487804878
Mazhavil Manorama,20100000,171997.97601630376,79.86,IN,Film,Entertainment,Television program,,,,,,,Celebrity,0.0003973134328358209
Мастерская Настроения,14100000,3153347.24556213,1517.7,RU,Lifestyle (sociology),,,,,,,,,Celebrity,0.010763829787234043
Auron,15500000,3442493.3051897753,73294.74,ES,Role-playing video game,Action game,Video game culture,Action-adventure game,,,,,,Celebrity,0.4728692903225807
AM3NlC,14200000,824117.37846007,19297.04,BR,Lifestyle (sociology),Technology,,,,,,,,Celebrity,0.13589464788732394
NikkieTutorials,14700000,2355799.5929978117,407011.48,NL,Lifestyle (sociology),,,,,,,,,Celebrity,2.7687855782312925
Rosanna Pansino,14600000,2838922.083476272,11930.3,US,Food,Lifestyle (sociology),Hobby,,,,,,,Celebrity,0.08171438356164383
DangMattSmith,15000000,1441214.115836371,1837.52,US,Entertainment,Lifestyle (sociology),,,,,,,,Celebrity,0.012250133333333333
ABC News,18700000,164302.4670000587,680.38,US,Politics,Society,Television program,,,,,,,Celebrity,0.003638395721925134
Yoeslan,34400000,22715324.222982217,28724.06,US,Film,Humour,Entertainment,,,,,,,Celebrity,0.08350017441860465
ГЛЕНТ,23700000,5584262.481056257,52302.98,BY,Action-adventure game,Video game culture,Entertainment,,,,,,,Celebrity,0.22068767932489453
Katakit Baby TV,21900000,39078244.9218107,9038.86,SA,Entertainment,Music,Film,,,,,,,Celebrity,0.041273333333333335
TazerCraft,15200000,1493789.9846853314,24410.42,BR,Role-playing video game,Video game culture,Action-adventure game,Casual game,Action game,,,,,Celebrity,0.16059486842105264
MAIKI021,13800000,629304.2659305994,5690.34,BR,Lifestyle (sociology),Vehicle,,,,,,,,Celebrity,0.04123434782608695
ZEE5,18300000,123423.99175132692,57.62,IN,Entertainment,Film,Television program,,,,,,,Celebrity,0.0003148633879781421
T-Series Hamaar Bhojpuri,22000000,1037667.568473804,24246.22,IN,Music of Asia,Music,,,,,,,,Celebrity,0.11021009090909091
Jordan Matter,30300000,21508564.05313093,195707.64,US,Lifestyle (sociology),Entertainment,,,,,,,,Celebrity,0.645899801980198
PrestonPlayz,16800000,6532881.487697715,30794.74,US,Action game,Action-adventure game,Video game culture,Role-playing video game,,,,,,Celebrity,0.18330202380952382
BBC News,18400000,239617.64158148505,2989.6,GB,Television program,Society,Politics,,,,,,,Celebrity,0.016247826086956522
AzzyLand,13000000,3543487.380545163,62918.92,CA,Entertainment,Lifestyle (sociology),Film,,,,,,,Celebrity,0.4839916923076923
H2ODelirious,13600000,1024926.3501675978,8766.02,,Role-playing video game,Action-adventure game,Video game culture,Action game,,,,,,Celebrity,0.0644560294117647
The Q,13200000,13145504.357988166,10900.42,US,Hobby,Lifestyle (sociology),Vehicle,,,,,,,Celebrity,0.0825789393939394
theRadBrad,13800000,734430.8450736126,9215.4,US,Strategy video game,Action-adventure game,Video game culture,Action game,Role-playing video game,,,,,Celebrity,0.06677826086956522
NishaMadhulika,14900000,1447437.050402372,3933.06,IN,Lifestyle (sociology),Food,,,,,,,,Celebrity,0.026396375838926175
T-Series Regional,16300000,407947.8462046205,421.68,IN,Music,Music of Asia,,,,,,,,Celebrity,0.002586993865030675
Saturday Night Live,16100000,1911705.1590716408,17784.02,US,Film,Television program,Entertainment,,,,,,,Celebrity,0.11045975155279503
Zee Telugu,16900000,73296.65934409162,214.76,IN,Television program,Entertainment,Film,,,,,,,Celebrity,0.0012707692307692307
BBC,14900000,469861.2592823843,318.5,GB,Entertainment,Television program,Film,,,,,,,Celebrity,0.0021375838926174498
Matt Steffanina,15000000,5067189.05355064,48283.0,US,Music,Pop music,Entertainment,Performing arts,Lifestyle (sociology),Hip hop music,,,,Celebrity,0.32188666666666665
Typical Gamer,15800000,915768.0657894736,12610.54,CA,Action-adventure game,Action game,Video game culture,Role-playing video game,Strategy video game,,,,,Celebrity,0.07981354430379747
RedeTV,13600000,118088.08464869967,164.46,BR,Entertainment,Television program,Society,,,,,,,Celebrity,0.001209264705882353
Ei Nerd,14100000,490324.1576661188,21938.98,BR,Lifestyle (sociology),Entertainment,Film,,,,,,,Celebrity,0.15559560283687943
karameeshchannel,16600000,4799528.144592476,1776.86,JO,Entertainment,Music,Film,,,,,,,Celebrity,0.010703975903614459
Jamuna TV,28100000,132519.17830702764,721.62,BD,Politics,Society,,,,,,,,Celebrity,0.0025680427046263347
MrSuicideSheep,12800000,1948110.5746209095,1638.72,CA,Independent music,Electronic music,Music,Pop music,,,,,,Celebrity,0.0128025
Come Play With Me,16800000,38221678.26550387,7010.4,US,Lifestyle (sociology),Hobby,,,,,,,,Celebrity,0.04172857142857143
gymvirtual,13500000,1492340.5605405406,1860.74,ES,Health,Lifestyle (sociology),Physical fitness,,,,,,,Celebrity,0.013783259259259259
Zee Bangla,19300000,84109.14402521646,261.14,IN,Film,Entertainment,Television program,,,,,,,Celebrity,0.0013530569948186529
Awakening Music,15100000,6203388.494706448,24453.96,GB,Religion,Music,Pop music,Society,,,,,,Celebrity,0.16194675496688743
Kabita's Kitchen,14400000,1712423.399808704,4315.1,IN,Food,Lifestyle (sociology),,,,,,,,Celebrity,0.029965972222222227
Sony LIV,23500000,516147.15173587744,532.14,IN,Film,Entertainment,Television program,Humour,,,,,,Celebrity,0.0022644255319148937
Mythpat,16500000,9530353.959427208,343858.72,IN,Role-playing video game,Action game,Video game culture,Action-adventure game,Lifestyle (sociology),,,,,Celebrity,2.0839922424242423
Peppa Pig em Português Brasil - Canal Oficial,16100000,3061544.6866336633,3242.2,BR,Entertainment,Film,Television program,,,,,,,Celebrity,0.020137888198757763
JesseAndMike,13300000,13785964.715019256,9264.46,US,Film,Humour,Entertainment,,,,,,,Celebrity,0.0696575939849624
DeGoBooM,23600000,1336991.6984577202,2821.14,CL,Action-adventure game,Video game culture,Action game,,,,,,,Celebrity,0.011953983050847458
Mrwhosetheboss,21100000,3961603.14214876,242928.72,GB,Lifestyle (sociology),Technology,,,,,,,,Celebrity,1.1513209478672985
GMA Integrated News,16900000,33585.227981228316,41.36,PH,Society,,,,,,,,,Celebrity,0.0002447337278106509
Codiscos,16300000,2043506.0210497908,223.34,CO,Music of Latin America,Music,,,,,,,,Celebrity,0.0013701840490797546
Kids TV India Hindi Nursery Rhymes,17800000,3914987.527157895,19837.3,IN,Music,Film,Entertainment,Music of Asia,,,,,,Celebrity,0.11144550561797753
RS 1313 SHORTS,17200000,1417620.8430232557,6588.48,IN,Film,Lifestyle (sociology),Entertainment,,,,,,,Celebrity,0.03830511627906977
The Infographics Show,15100000,1153095.9746156596,4337.92,US,Military,Society,Entertainment,,,,,,,Celebrity,0.02872794701986755
Kids Line♡キッズライン,14200000,3146281.7370848707,25.26,US,Food,Lifestyle (sociology),Hobby,,,,,,,Celebrity,0.00017788732394366196
Piuzinho,12800000,1797730.3710691824,22665.84,BR,Action game,Video game culture,Action-adventure game,Role-playing video game,,,,,,Celebrity,0.177076875
Parafernalha,12700000,1566719.34976,450.8,BR,Film,Humour,Entertainment,Television program,,,,,,Celebrity,0.0035496062992125986
Geo News,19400000,36025.325825491585,141.64,PK,Society,,,,,,,,,Celebrity,0.000730103092783505
RaptorGamer,15700000,1611618.8305825242,2971.04,EC,Action game,Action-adventure game,Video game culture,Role-playing video game,,,,,,Celebrity,0.018923821656050957
Technology Gyan,15300000,1197283.1807602793,31003.06,IN,Lifestyle (sociology),Technology,,,,,,,,Celebrity,0.20263437908496731
Troom Troom PT,12800000,1421149.087157376,602.7,,Entertainment,Hobby,Lifestyle (sociology),Pet,,,,,,Celebrity,0.004708593750000001
Little Baby Bum en Español,12500000,3956424.9120043456,59.66,ES,Entertainment,Film,Music,,,,,,,Celebrity,0.00047728
REACT,20100000,2614733.986004601,11819.84,US,Music,Entertainment,Pop music,Film,,,,,,Celebrity,0.05880517412935323
Future,14500000,167486601.2278481,33636.94,,Pop music,Hip hop music,Music,Electronic music,,,,,,Celebrity,0.23197889655172413
Jass Records,14300000,1077199.006632277,1209.3,IN,Lifestyle (sociology),Music of Asia,Music,,,,,,,Celebrity,0.008456643356643357
NDTV,15000000,30903.127649629372,21.7,IN,Entertainment,Society,Television program,,,,,,,Celebrity,0.00014466666666666667
Wave Music Bhakti ,13600000,267972.45494186046,49.46,IN,Music,Music of Asia,,,,,,,,Celebrity,0.00036367647058823527
Akon,15500000,103413173.41666669,19885.06,US,Electronic music,Hip hop music,Pop music,Music,Rhythm and blues,Soul music,,,,Celebrity,0.12829070967741937
BanderitaX,19800000,3090498.923154702,136115.88,SA,Action game,Video game culture,Action-adventure game,Role-playing video game,,,,,,Celebrity,0.6874539393939394
dednahype,44000000,9118878.917441595,19090.48,LV,Entertainment,Lifestyle (sociology),,,,,,,,Celebrity,0.04338745454545455
DaniRep | +6 Vídeos Diarios De GTA 5 Online!,13700000,577448.0151078148,8950.44,ES,Racing video game,Action-adventure game,Video game culture,Action game,Role-playing video game,,,,,Celebrity,0.06533167883211678
Avril Lavigne,13300000,28299053.953846153,20557.58,,Rock music,Pop music,Music,,,,,,,Celebrity,0.15456827067669174
Panda,13300000,1482062.981677917,20100.9,SE,Action game,Video game culture,,,,,,,,Celebrity,0.15113458646616543
Ice Cream Rolls,12400000,719632.4378673384,792.08,DE,Food,Lifestyle (sociology),,,,,,,,Celebrity,0.006387741935483871
Lulu99,13000000,3383767.272251309,13706.88,CO,Lifestyle (sociology),,,,,,,,,Celebrity,0.10543753846153846
colinfurze,13200000,4318003.609302325,92386.62,GB,Hobby,Lifestyle (sociology),,,,,,,,Celebrity,0.6998986363636364
TsMadaan,11900000,358480.1272264631,331.74,IN,Entertainment,Knowledge,Lifestyle (sociology),,,,,,,Celebrity,0.0027877310924369746
Rubius Z,13400000,3538930.9864864866,123332.32,ES,Role-playing video game,Action game,Video game culture,Action-adventure game,,,,,,Celebrity,0.920390447761194
Tfue,11700000,1455385.664347826,7599.02,US,Lifestyle (sociology),Entertainment,,,,,,,,Celebrity,0.06494888888888889
First We Feast,14800000,2051338.8499562552,21766.96,,Television program,Lifestyle (sociology),Entertainment,Food,,,,,,Celebrity,0.14707405405405405
Quantum Tech HD,16700000,5574980.362445415,10858.72,ES,Vehicle,Lifestyle (sociology),Hobby,,,,,,,Celebrity,0.0650222754491018
Pastor Antônio Júnior,15700000,378142.1000256476,23799.0,BR,Religion,Society,,,,,,,,Celebrity,0.1515859872611465
P!NK,12800000,181639296.5192308,20504.74,,Electronic music,Pop music,Music,,,,,,,Celebrity,0.16019328125
Маша та Ведмідь,17900000,4596990.078400831,1158.28,UA,Entertainment,Film,Television program,,,,,,,Celebrity,0.006470837988826816
Acenix,16300000,5787429.049541284,25972.2,ES,Action game,Action-adventure game,Video game culture,Role-playing video game,,,,,,Celebrity,0.15933865030674846
Wild 'N Out,15200000,2892428.3893596986,4884.6,US,Film,Television program,Entertainment,Hip hop music,,,,,,Celebrity,0.032135526315789475
Franco Escamilla,14000000,1544417.0735657425,7443.52,MX,Lifestyle (sociology),Entertainment,Music,Film,,,,,,Celebrity,0.053168
penguinz0,16900000,1832335.803414787,42069.2,,Role-playing video game,Action-adventure game,Video game culture,Action game,,,,,,Celebrity,0.2489301775147929
AlArabiya العربية,18100000,48868.7453938634,141.66,AE,No topic categories assigned,,,,,,,,,Celebrity,0.0007826519337016574
CrazyRussianHacker,11900000,1317365.89181392,1835.9,US,Lifestyle (sociology),Technology,,,,,,,,Celebrity,0.015427731092436975
Flowers Comedy,14400000,540871.4054319016,1975.8,IN,Humour,Entertainment,Television program,Film,Music of Asia,,,,,Celebrity,0.013720833333333333
BBC Earth,13700000,1687990.831376386,2365.88,GB,Entertainment,Television program,Film,Lifestyle (sociology),,,,,,Celebrity,0.01726919708029197
Morgz,12700000,3966116.881767955,934.04,GB,Humour,Entertainment,Lifestyle (sociology),Film,,,,,,Celebrity,0.007354645669291338
CarryisLive,12300000,1591702.890825688,56180.18,IN,Action-adventure game,Action game,Video game culture,Role-playing video game,,,,,,Celebrity,0.4567494308943089
Vy Qwaint,12300000,9388279.636231884,15937.46,US,Film,Lifestyle (sociology),Entertainment,,,,,,,Celebrity,0.12957284552845527
ExpCaseros,11200000,2263397.8049209137,2865.26,ES,Food,Lifestyle (sociology),Hobby,,,,,,,Celebrity,0.025582678571428572
Flamingo,13600000,4434228.223137402,66950.2,US,Role-playing video game,Video game culture,Action-adventure game,,,,,,,Celebrity,0.49228088235294115
ToysPlay,13100000,19896981.666666668,1301.82,US,Hobby,Lifestyle (sociology),,,,,,,,Celebrity,0.009937557251908397
CaptainSparklez,11400000,708582.0704032809,17835.66,US,Action game,Role-playing video game,Video game culture,Action-adventure game,Strategy video game,,,,,Celebrity,0.15645315789473685
El Rincón De Giorgio,12200000,3046664.425170068,193260.36,ES,Video game culture,Entertainment,Action-adventure game,,,,,,,Celebrity,1.58410131147541
MyLifeAsEva,11000000,4425775.830945559,13345.84,US,Lifestyle (sociology),,,,,,,,,Celebrity,0.12132581818181819
Zee Tamil,16800000,95081.64690337004,414.76,IN,Film,Television program,Entertainment,,,,,,,Celebrity,0.0024688095238095237
Inside Edition,13700000,661155.9617325483,1926.72,US,Entertainment,Society,Television program,,,,,,,Celebrity,0.014063649635036497
luzugames,11000000,643068.7538167939,2162.04,ES,Action-adventure game,Video game culture,Action game,Role-playing video game,,,,,,Celebrity,0.01965490909090909
Nirahua Music World,14000000,6975608.480353635,4131.36,AE,Entertainment,Film,Television program,Music of Asia,,,,,,Celebrity,0.02950971428571428
Brancoala,13400000,4470605.964551423,5123.86,BR,Lifestyle (sociology),Video game culture,Action-adventure game,Music,Action game,,,,,Celebrity,0.03823776119402985
ARY News,15200000,52683.568284959816,23.1,PK,Society,,,,,,,,,Celebrity,0.0001519736842105263
Magic Five,10800000,2965561.256716418,1266.0,UA,Entertainment,,,,,,,,,Celebrity,0.011722222222222222
Rachit Rojha,14700000,17858656.339483395,76459.82,IN,Film,Entertainment,Lifestyle (sociology),,,,,,,Celebrity,0.5201348299319728
SagaHits,13400000,2336048.622930717,1612.22,IN,Pop music,Music,Music of Asia,,,,,,,Celebrity,0.012031492537313433
Comedy Central,12200000,1097521.782162834,2736.18,US,Entertainment,Television program,Film,,,,,,,Celebrity,0.02242770491803279
Sevengers-official,8,6.390625,0.66,IN,Humour,Film,Entertainment,,,,,,,Emerging,8.25
OGGY,13300000,4398438.953105196,1845.52,,Entertainment,Television program,Film,,,,,,,Celebrity,0.01387609022556391
LIKE! English,10200000,35961.5,627.5,US,No topic categories assigned,,,,,,,,,Celebrity,0.006151960784313726
DemolitionRanch,11800000,3486440.0796703296,80717.86,US,Lifestyle (sociology),,,,,,,,,Celebrity,0.6840496610169492
Barbie,12900000,1250797.589021132,257.02,US,Television program,Entertainment,Film,,,,,,,Celebrity,0.001992403100775194
Jessica Jane,11600000,1974534.174603175,22088.78,ID,Food,Lifestyle (sociology),,,,,,,,Celebrity,0.19042051724137932
Dobre Brothers,13300000,3888516.901993356,11981.18,US,Lifestyle (sociology),Entertainment,,,,,,,,Celebrity,0.09008406015037594
OYUNCAKOYNUYORUM,12100000,11795885.455555556,257.92,TR,Lifestyle (sociology),Hobby,,,,,,,,Celebrity,0.002131570247933884
Telugu Filmnagar,15100000,180306.65169668812,323.76,IN,Film,Entertainment,,,,,,,,Celebrity,0.0021441059602649005
Sanjoy Das Official,18800000,7673692.729508197,168594.28,IN,Film,Entertainment,,,,,,,,Celebrity,0.896778085106383
BE AMAZED,13300000,2310771.120563928,9075.46,,Entertainment,,,,,,,,,Celebrity,0.06823654135338345
Games EduUu,12400000,3289838.0963963964,166739.64,BR,Action-adventure game,Video game culture,Action game,Role-playing video game,,,,,,Celebrity,1.3446745161290323
NASA,12400000,156598.40040342914,5199.46,,Knowledge,Society,,,,,,,,Celebrity,0.04193112903225806
Painzeiro,21600000,2904989.1555989585,12062.9,BR,Entertainment,Lifestyle (sociology),,,,,,,,Celebrity,0.05584675925925926
